N_hat,N_sd,T_hat,T_sd,R_hat,R_sd,pub_id,date,year
0.28580133612334707,0.13025323187086196,0.3514154148131418,0.12907637075133724,-0.06561407868979474,0.1296648013110996,p36,2006-07-01,2006
0.16140044446711638,0.0759802348787545,0.17382311235151832,0.09112375922387131,-0.012422667884401939,0.0835519970513129,p9,2006-12-01,2006
0.18108956417669198,0.06541044664908072,0.23644428621009103,0.11206927839301675,-0.055354722033399056,0.08873986252104873,p4,2007-01-01,2007
0.26260234280652395,0.13772537299538268,0.2022704547654625,0.13519622198439135,0.06033188804106146,0.13646079748988701,p17,2007-04-01,2007
0.39923062099030915,0.13582528203773098,0.5009928904560466,0.11670948347941874,-0.10176226946573741,0.12626738275857485,p15,2007-05-01,2007
0.2791911485585814,0.15986411702744996,0.17748844469768166,0.10305485671870389,0.10170270386089975,0.13145948687307693,p7,2007-06-01,2007
0.2627927377434799,0.17127451844263572,0.19421355392813988,0.09858196215211239,0.06857918381534,0.13492824029737405,p16,2007-06-01,2007
0.31570154552550705,0.17542178939225764,0.2477122680349183,0.1159072788637844,0.06798927749058875,0.14566453412802102,p14,2007-07-01,2007
0.3335592239463775,0.1813260663483379,0.2945106909784859,0.12477010296650724,0.03904853296789157,0.15304808465742256,p19,2007-08-01,2007
0.21474178133998958,0.12753564724615388,0.1622154465489748,0.08485791981864453,0.05252633479101479,0.1061967835323992,p13,2008-01-01,2008
0.21730498975668136,0.1310813060334887,0.16885840707646793,0.08677895074035001,0.04844658268021343,0.10893012838691934,p18,2008-02-01,2008
0.21793212929044148,0.09760045929255713,0.17515457154805908,0.07999991580498468,0.0427775577423824,0.0888001875487709,p1,2008-06-01,2008
0.20637516637569478,0.12572264602617544,0.17861767239079976,0.0807581985812119,0.02775749398489502,0.10324042230369368,p12,2008-08-01,2008
0.21274670275515162,0.142079115989538,0.19688100793270133,0.09432401150438621,0.015865694822450288,0.11820156374696211,p6,2008-11-01,2008
0.2026716929579452,0.10283727932942655,0.187039572096513,0.09253986157287634,0.015632120861432203,0.09768857045115145,p3,2008-11-01,2008
0.18669084483318177,0.10929541149033942,0.19215566863274622,0.08438566794112097,-0.00546482379956445,0.0968405397157302,p5,2008-11-01,2008
0.2557846952150336,0.0942445582772989,0.23821318545950287,0.14209120237129616,0.017571509755530734,0.11816788032429754,p8,2009-01-01,2009
0.19667850907980525,0.09657965956039985,0.20893132734145559,0.09874043269153666,-0.012252818261650339,0.09766004612596826,p267,2009-04-01,2009
0.2745516071919523,0.10938828789421112,0.2785845665004704,0.15300339880611238,-0.004032959308518103,0.13119584335016177,p50,2009-05-01,2009
0.2507667409894077,0.12024431621264786,0.2877923132418636,0.13964752651635176,-0.037025572252455896,0.1299459213644998,p266,2009-05-01,2009
0.18382346962061444,0.11808899887568232,0.16255029364613557,0.10810719038354578,0.021273175974478864,0.11309809462961405,p263,2009-06-01,2009
0.3227173952217076,0.15275789194348147,0.2920704568881287,0.14088038443742948,0.0306469383335789,0.14681913819045547,p10,2009-07-01,2009
0.20640799622986794,0.13802296924182644,0.19317175926075938,0.11892920292064037,0.013236236969108556,0.1284760860812334,p265,2009-08-01,2009
0.17703111129142363,0.10065268639359522,0.18908379280986298,0.09529901276278177,-0.012052681518439357,0.0979758495781885,p270,2009-08-01,2009
0.16601578680724566,0.0899035501669587,0.19510479657497398,0.11950927045346894,-0.029089009767728324,0.10470641031021383,p264,2009-10-01,2009
0.22233092739010266,0.1120067063770647,0.27363865316055763,0.14376501617823575,-0.051307725770454976,0.12788586127765023,p11,2009-11-01,2009
0.15920230930033857,0.08853236304690264,0.18458951860017359,0.11629055202426793,-0.025387209299835012,0.10241145753558528,p2,2009-12-01,2009
0.3068276632808884,0.12783266048899644,0.3794594988206594,0.16087266688383794,-0.07263183553977098,0.1443526636864172,p268,2009-12-01,2009
0.3021533357577219,0.12569077239094403,0.25288823165164837,0.11753033184106709,0.04926510410607354,0.12161055211600556,p259,2010-01-01,2010
0.18813949855505058,0.09833067563370336,0.2498326609995967,0.13454270788889824,-0.06169316244454612,0.11643669176130081,p271,2010-03-01,2010
0.25239657939688726,0.1378504904987572,0.3516705996660116,0.15224498996151065,-0.09927402026912435,0.14504774023013392,p261,2010-05-01,2010
0.20720778601002357,0.10915288461134963,0.19003867598625615,0.10481179794534715,0.01716911002376742,0.10698234127834838,p262,2010-05-01,2010
0.3624781532385887,0.15192997446587794,0.28892384413895095,0.13732651050830855,0.07355430909963773,0.14462824248709324,p260,2010-11-01,2010
0.22089548682669166,0.11729738998192801,0.1898413539149008,0.1011083104198256,0.03105413291179085,0.1092028502008768,p52,2011-01-01,2011
0.19244896305291312,0.08644741637692785,0.19823770502324023,0.13934291400748935,-0.00578874197032711,0.1128951651922086,p64,2011-02-01,2011
0.26086080777646137,0.15184842859153327,0.3546877308303502,0.1585678004607678,-0.09382692305388884,0.15520811452615052,p58,2011-06-01,2011
0.19374460385077064,0.0893761022283468,0.19334175185701086,0.14047812644254956,0.00040285199375977854,0.11492711433544818,p55,2011-10-01,2011
0.1865574435191732,0.09574652056096246,0.1921605221686301,0.14274012023007715,-0.005603078649456916,0.1192433203955198,p269,2011-10-01,2011
0.18927806027751895,0.11916091899638828,0.19053380942593837,0.11210714519929586,-0.001255749148419416,0.11563403209784207,p56,2011-12-01,2011
0.16922840819883997,0.1020997108079251,0.19906119719395993,0.129933473113814,-0.029832788995119958,0.11601659196086955,p51,2012-08-01,2012
0.18942678010022165,0.08487819001785414,0.0,0.0,0.18942678010022165,0.04243909500892707,p60,2012-08-01,2012
0.22985841190645342,0.12997879931791537,0.0,0.0,0.22985841190645342,0.06498939965895768,p57,2012-11-01,2012
0.3847346840786474,0.14371342973723872,0.0,0.0,0.3847346840786474,0.07185671486861936,p63,2013-02-01,2013
0.41928146760310847,0.15351734855307805,0.0,0.0,0.41928146760310847,0.07675867427653903,p69,2013-02-01,2013
0.2037848952467478,0.11716654949583742,0.0,0.0,0.2037848952467478,0.05858327474791871,p54,2013-11-01,2013
0.20823616658241928,0.11878256975275332,0.0,0.0,0.20823616658241928,0.05939128487637666,p59,2013-12-01,2013
0.24197691897901008,0.1277459829154663,0.0,0.0,0.24197691897901008,0.06387299145773315,p61,2013-12-01,2013
0.2084559275886949,0.12313328832873054,0.0,0.0,0.2084559275886949,0.06156664416436527,p72,2014-04-01,2014
0.38633562504022617,0.15766627408703102,0.0,0.0,0.38633562504022617,0.07883313704351551,p53,2014-06-01,2014
0.24978265447791478,0.12336213145702789,0.0,0.0,0.24978265447791478,0.061681065728513944,p62,2014-12-01,2014
0.26109276138065785,0.12978788111804307,0.0,0.0,0.26109276138065785,0.06489394055902153,p73,2017-03-01,2017
0.20312904004928117,0.12448391035262338,0.0,0.0,0.20312904004928117,0.06224195517631169,p74,2018-03-01,2018
0.1920525504698187,0.12588099267264824,0.0,0.0,0.1920525504698187,0.06294049633632412,p71,2019-06-01,2019
0.5036637463185003,0.15263693324663014,0.0,0.0,0.5036637463185003,0.07631846662331507,p67,2020-01-01,2020
0.20050229036430328,0.14096449264868277,0.0,0.0,0.20050229036430328,0.07048224632434139,p68,2020-03-01,2020
0.19462384881440856,0.11641892163725072,0.0,0.0,0.19462384881440856,0.05820946081862536,p76,2020-07-01,2020
0.18469291672411223,0.13330944844013107,0.0,0.0,0.18469291672411223,0.06665472422006553,p66,2021-01-01,2021
0.18604790461817736,0.12112570395447288,0.0,0.0,0.18604790461817736,0.06056285197723644,p70,2021-01-01,2021
0.36602368853640327,0.15904391378073543,0.0,0.0,0.36602368853640327,0.07952195689036771,p75,2021-02-01,2021
0.21647469726937518,0.11904000286820159,0.0,0.0,0.21647469726937518,0.05952000143410079,p65,2021-05-01,2021
